promotion_id,promo_id_fk
PROMO-0024-0736,PROMO-0024
PROMO-0028-0737,PROMO-0028
PROMO-0008-0738,PROMO-0008
PROMO-0028-0739,PROMO-0028
PROMO-0036-0740,PROMO-0036
PROMO-0026-0741,PROMO-0026
PROMO-0008-0742,PROMO-0008
PROMO-0050-0743,PROMO-0050
PROMO-0028-0744,PROMO-0028
PROMO-0028-0745,PROMO-0028
PROMO-0037-0746,PROMO-0037
PROMO-0041-0747,PROMO-0041
PROMO-0036-0748,PROMO-0036
PROMO-0027-0749,PROMO-0027
PROMO-0017-0750,PROMO-0017
PROMO-0009-0751,PROMO-0009
PROMO-0033-0752,PROMO-0033
PROMO-0020-0753,PROMO-0020
PROMO-0013-0754,PROMO-0013
PROMO-0028-0755,PROMO-0028
PROMO-0048-0756,PROMO-0048
PROMO-0029-0757,PROMO-0029
PROMO-0013-0758,PROMO-0013
PROMO-0046-0759,PROMO-0046
PROMO-0035-0760,PROMO-0035
PROMO-0006-0761,PROMO-0006
PROMO-0018-0762,PROMO-0018
PROMO-0005-0763,PROMO-0005
PROMO-0047-0764,PROMO-0047
PROMO-0025-0765,PROMO-0025
PROMO-0002-0766,PROMO-0002
PROMO-0010-0767,PROMO-0010
PROMO-0030-0768,PROMO-0030
PROMO-0050-0769,PROMO-0050
PROMO-0045-0770,PROMO-0045
PROMO-0005-0771,PROMO-0005
PROMO-0033-0772,PROMO-0033
PROMO-0001-0773,PROMO-0001
PROMO-0018-0774,PROMO-0018
PROMO-0032-0775,PROMO-0032
PROMO-0047-0776,PROMO-0047
PROMO-0049-0777,PROMO-0049
PROMO-0011-0778,PROMO-0011
PROMO-0021-0779,PROMO-0021
PROMO-0026-0780,PROMO-0026
PROMO-0025-0781,PROMO-0025
PROMO-0022-0782,PROMO-0022
PROMO-0027-0783,PROMO-0027
PROMO-0049-0784,PROMO-0049
PROMO-0013-0785,PROMO-0013
PROMO-0033-0786,PROMO-0033
PROMO-0034-0787,PROMO-0034
PROMO-0041-0788,PROMO-0041
PROMO-0035-0789,PROMO-0035
PROMO-0001-0790,PROMO-0001
PROMO-0021-0791,PROMO-0021
PROMO-0048-0792,PROMO-0048
PROMO-0006-0793,PROMO-0006
PROMO-0028-0794,PROMO-0028
PROMO-0017-0795,PROMO-0017
PROMO-0005-0796,PROMO-0005
PROMO-0031-0797,PROMO-0031
PROMO-0005-0798,PROMO-0005
PROMO-0038-0799,PROMO-0038
PROMO-0003-0800,PROMO-0003
PROMO-0023-0801,PROMO-0023
PROMO-0037-0802,PROMO-0037
PROMO-0037-0803,PROMO-0037
PROMO-0010-0804,PROMO-0010
PROMO-0010-0805,PROMO-0010
PROMO-0019-0806,PROMO-0019
PROMO-0017-0807,PROMO-0017
PROMO-0021-0808,PROMO-0021
PROMO-0014-0809,PROMO-0014
PROMO-0009-0810,PROMO-0009
PROMO-0046-0811,PROMO-0046
PROMO-0001-0812,PROMO-0001
PROMO-0045-0813,PROMO-0045
PROMO-0013-0814,PROMO-0013
PROMO-0004-0815,PROMO-0004
PROMO-0001-0816,PROMO-0001
PROMO-0049-0817,PROMO-0049
PROMO-0040-0818,PROMO-0040
PROMO-0032-0819,PROMO-0032
PROMO-0034-0820,PROMO-0034
PROMO-0028-0821,PROMO-0028
PROMO-0031-0822,PROMO-0031
PROMO-0008-0823,PROMO-0008
PROMO-0039-0824,PROMO-0039
PROMO-0026-0825,PROMO-0026
PROMO-0034-0826,PROMO-0034
PROMO-0003-0827,PROMO-0003
PROMO-0050-0828,PROMO-0050
PROMO-0012-0829,PROMO-0012
PROMO-0001-0830,PROMO-0001
PROMO-0044-0831,PROMO-0044
PROMO-0005-0832,PROMO-0005
PROMO-0030-0833,PROMO-0030
PROMO-0030-0834,PROMO-0030
PROMO-0017-0835,PROMO-0017
PROMO-0048-0836,PROMO-0048
PROMO-0047-0837,PROMO-0047
PROMO-0023-0838,PROMO-0023
PROMO-0015-0839,PROMO-0015
PROMO-0037-0840,PROMO-0037
PROMO-0021-0841,PROMO-0021
PROMO-0014-0842,PROMO-0014
PROMO-0002-0843,PROMO-0002
PROMO-0011-0844,PROMO-0011
PROMO-0039-0845,PROMO-0039
PROMO-0038-0846,PROMO-0038
PROMO-0034-0847,PROMO-0034
PROMO-0038-0848,PROMO-0038
PROMO-0050-0849,PROMO-0050
PROMO-0034-0850,PROMO-0034
PROMO-0018-0851,PROMO-0018
PROMO-0030-0852,PROMO-0030
PROMO-0015-0853,PROMO-0015
PROMO-0027-0854,PROMO-0027
PROMO-0034-0855,PROMO-0034
PROMO-0038-0856,PROMO-0038
PROMO-0033-0857,PROMO-0033
PROMO-0024-0858,PROMO-0024
PROMO-0015-0859,PROMO-0015
PROMO-0030-0860,PROMO-0030
PROMO-0042-0861,PROMO-0042
PROMO-0017-0862,PROMO-0017
PROMO-0005-0863,PROMO-0005
PROMO-0029-0864,PROMO-0029
PROMO-0004-0865,PROMO-0004
PROMO-0010-0866,PROMO-0010
PROMO-0017-0867,PROMO-0017
PROMO-0010-0868,PROMO-0010
PROMO-0017-0869,PROMO-0017
PROMO-0020-0870,PROMO-0020
PROMO-0024-0871,PROMO-0024
PROMO-0005-0872,PROMO-0005
PROMO-0034-0873,PROMO-0034
PROMO-0006-0874,PROMO-0006
PROMO-0002-0875,PROMO-0002
PROMO-0013-0876,PROMO-0013
PROMO-0043-0877,PROMO-0043
PROMO-0043-0878,PROMO-0043
PROMO-0048-0879,PROMO-0048
PROMO-0011-0880,PROMO-0011
PROMO-0047-0881,PROMO-0047
PROMO-0023-0882,PROMO-0023
PROMO-0016-0883,PROMO-0016
PROMO-0031-0884,PROMO-0031
PROMO-0011-0885,PROMO-0011
PROMO-0016-0886,PROMO-0016
PROMO-0008-0887,PROMO-0008
PROMO-0004-0888,PROMO-0004
PROMO-0040-0889,PROMO-0040
PROMO-0004-0890,PROMO-0004
PROMO-0025-0891,PROMO-0025
PROMO-0003-0892,PROMO-0003
PROMO-0032-0893,PROMO-0032
PROMO-0003-0894,PROMO-0003
PROMO-0027-0895,PROMO-0027
PROMO-0029-0896,PROMO-0029
PROMO-0032-0897,PROMO-0032
PROMO-0050-0898,PROMO-0050
PROMO-0019-0899,PROMO-0019
PROMO-0021-0900,PROMO-0021
PROMO-0005-0901,PROMO-0005
PROMO-0018-0902,PROMO-0018
PROMO-0028-0903,PROMO-0028
PROMO-0042-0904,PROMO-0042
PROMO-0022-0905,PROMO-0022
PROMO-0021-0906,PROMO-0021
PROMO-0006-0907,PROMO-0006
PROMO-0001-0908,PROMO-0001
PROMO-0005-0909,PROMO-0005
PROMO-0041-0910,PROMO-0041
PROMO-0012-0911,PROMO-0012
PROMO-0026-0912,PROMO-0026
PROMO-0046-0913,PROMO-0046
PROMO-0034-0914,PROMO-0034
PROMO-0049-0915,PROMO-0049
PROMO-0014-0916,PROMO-0014
PROMO-0026-0917,PROMO-0026
PROMO-0045-0918,PROMO-0045
PROMO-0027-0919,PROMO-0027
PROMO-0009-0920,PROMO-0009
PROMO-0026-0921,PROMO-0026
PROMO-0047-0922,PROMO-0047
PROMO-0022-0923,PROMO-0022
PROMO-0047-0924,PROMO-0047
PROMO-0030-0925,PROMO-0030
PROMO-0043-0926,PROMO-0043
PROMO-0048-0927,PROMO-0048
PROMO-0017-0928,PROMO-0017
PROMO-0026-0929,PROMO-0026
PROMO-0036-0930,PROMO-0036
PROMO-0001-0931,PROMO-0001
PROMO-0008-0932,PROMO-0008
PROMO-0049-0933,PROMO-0049
PROMO-0035-0934,PROMO-0035
PROMO-0015-0935,PROMO-0015
PROMO-0047-0936,PROMO-0047
PROMO-0022-0937,PROMO-0022
PROMO-0014-0938,PROMO-0014
PROMO-0026-0939,PROMO-0026
PROMO-0028-0940,PROMO-0028
PROMO-0023-0941,PROMO-0023
PROMO-0014-0942,PROMO-0014
PROMO-0024-0943,PROMO-0024
PROMO-0002-0944,PROMO-0002
PROMO-0045-0945,PROMO-0045
PROMO-0026-0946,PROMO-0026
PROMO-0014-0947,PROMO-0014
PROMO-0007-0948,PROMO-0007
PROMO-0003-0949,PROMO-0003
PROMO-0047-0950,PROMO-0047
PROMO-0023-0951,PROMO-0023
PROMO-0046-0952,PROMO-0046
PROMO-0043-0953,PROMO-0043
PROMO-0047-0954,PROMO-0047
PROMO-0045-0955,PROMO-0045
PROMO-0018-0956,PROMO-0018
PROMO-0038-0957,PROMO-0038
PROMO-0035-0958,PROMO-0035
PROMO-0015-0959,PROMO-0015
PROMO-0025-0960,PROMO-0025
PROMO-0037-0961,PROMO-0037
PROMO-0028-0962,PROMO-0028
PROMO-0010-0963,PROMO-0010
PROMO-0039-0964,PROMO-0039
PROMO-0017-0965,PROMO-0017
PROMO-0039-0966,PROMO-0039
PROMO-0022-0967,PROMO-0022
PROMO-0026-0968,PROMO-0026
PROMO-0044-0969,PROMO-0044
PROMO-0025-0970,PROMO-0025
PROMO-0017-0971,PROMO-0017
PROMO-0013-0972,PROMO-0013
PROMO-0020-0973,PROMO-0020
PROMO-0025-0974,PROMO-0025
PROMO-0004-0975,PROMO-0004
PROMO-0010-0976,PROMO-0010
PROMO-0003-0977,PROMO-0003
PROMO-0041-0978,PROMO-0041
PROMO-0045-0979,PROMO-0045
PROMO-0018-0980,PROMO-0018
PROMO-0047-0981,PROMO-0047
PROMO-0036-0982,PROMO-0036
PROMO-0047-0983,PROMO-0047
PROMO-0022-0984,PROMO-0022
PROMO-0034-0985,PROMO-0034
PROMO-0047-0986,PROMO-0047
PROMO-0008-0987,PROMO-0008
PROMO-0040-0988,PROMO-0040
PROMO-0049-0989,PROMO-0049
PROMO-0044-0990,PROMO-0044
PROMO-0019-0991,PROMO-0019
PROMO-0042-0992,PROMO-0042
PROMO-0041-0993,PROMO-0041
PROMO-0037-0994,PROMO-0037
PROMO-0006-0995,PROMO-0006
PROMO-0026-0996,PROMO-0026
PROMO-0034-0997,PROMO-0034
PROMO-0045-0998,PROMO-0045
PROMO-0006-0999,PROMO-0006
PROMO-0037-1000,PROMO-0037
